T,RESIDUALS,SIG_RESID
2006.82272,0.74713,1.17830
2006.82546,-0.36892,1.18128
2006.82820,-0.65510,1.17731
2006.83093,-0.80440,1.17831
2006.83367,-0.01583,1.19914
2006.83641,-1.02636,1.25568
2006.83915,-0.14100,1.20013
2006.84188,1.11226,1.23485
2006.84462,-0.75755,1.19815
2006.84736,-0.86445,1.18327
2006.85010,0.74458,1.20906
2006.85284,-3.36845,1.33403
2006.85557,-0.79254,1.24080
2006.85831,-1.81767,1.20410
2006.86105,0.19216,1.29535
2006.86379,-2.57204,1.24378
2006.86653,0.95674,1.29040
2006.86926,-1.36249,1.20113
2006.87200,-1.67373,1.17732
2006.87474,-1.12196,1.21898
2006.87748,-1.11419,1.17534
2006.88021,-0.28639,1.16344
2006.88295,-1.92157,1.16939
2006.88569,0.98429,1.19220
2006.88843,-2.13980,1.20411
2006.89117,-0.81685,1.16542
2006.89390,-1.48183,1.19915
2006.89664,-1.15475,1.19320
2006.89938,-1.50558,1.17534
2006.90212,-1.52934,1.19717
2006.90485,-1.69600,1.19320
2006.90759,-4.41256,1.17733
2006.91033,-0.68201,1.17535
2006.91307,0.91666,1.17435
2006.91581,0.48245,1.18130
2006.91854,-0.96063,1.18031
2006.92128,0.41144,1.17634
2006.92402,1.08065,1.18031
2006.92676,-0.69398,1.19122
2006.92950,-0.30445,1.20312
2006.93223,0.27825,1.20511
2006.93497,-0.80186,1.28446
2006.93771,-0.77579,1.21106
2006.94045,-1.16353,1.23685
2006.94318,-2.57806,1.21106
2006.94592,0.75262,1.21701
2006.94866,-0.04049,1.20114
2006.95140,-0.07538,1.19321
2006.95414,-1.77103,1.23189
2006.95687,-1.10244,1.21900
2006.95961,-1.26261,1.20610
2006.96235,-0.44953,1.20412
2006.96509,-0.54819,1.23983
2006.96783,-0.78658,1.21801
2006.97056,-1.49470,1.21007
2006.97330,-2.02554,1.23289
2006.97604,1.21791,1.22098
2006.97878,-0.49435,1.22892
2006.98151,-0.00431,1.23785
2006.98425,-0.90297,1.25570
2006.98699,-2.11831,1.26264
2006.98973,-2.36134,1.24975
2006.99247,-1.80604,1.25273
2006.99520,0.30859,1.24380
2006.99794,0.00855,1.23091
2007.00342,1.00251,1.23686
2007.00616,-0.08949,1.22496
2007.00889,-0.47812,1.22694
2007.01163,-1.41040,1.22694
2007.01437,-0.57030,1.20909
2007.01711,1.41817,1.20512
2007.01984,-0.58198,1.20314
2007.02258,0.67025,1.17437
2007.02532,0.10888,1.20909
2007.02806,-0.64611,1.20115
2007.03080,-0.37569,1.17040
2007.03353,0.42812,1.15850
2007.03627,0.54335,1.15354
2007.03901,0.53998,1.15751
2007.04175,1.75603,1.19620
2007.04449,-0.05650,1.16346
2007.04722,0.11339,1.18132
2007.04996,-0.23529,1.16842
2007.05270,-0.37654,1.16743
2007.05544,-0.36535,1.16247
2007.05817,0.05827,1.16346
2007.06091,0.08233,1.15652
2007.06365,-0.32116,1.15255
2007.06639,0.14879,1.19322
2007.06913,-0.81681,1.15652
2007.07186,-0.72696,1.16446
2007.07460,0.49035,1.16049
2007.07734,1.51212,1.15255
2007.08008,-0.11666,1.14958
2007.08282,-1.00497,1.14760
2007.08555,0.55618,1.17041
2007.08829,0.25979,1.17239
2007.09103,0.49087,1.16942
2007.09377,0.48942,1.15454
2007.09650,1.00645,1.15057
2007.09924,1.15194,1.19322
2007.10198,-0.23310,1.16545
2007.10472,-0.60066,1.22199
2007.10746,1.06226,1.22397
2007.11019,0.70264,1.16942
2007.11293,0.15351,1.15157
2007.11567,0.80285,1.16545
2007.11841,1.09367,1.15752
2007.12115,2.95897,1.16446
2007.12388,2.43074,1.16049
2007.12662,2.10299,1.16049
2007.12936,0.44872,1.20711
2007.13210,0.46992,1.17438
2007.13483,-0.53440,1.16347
2007.13757,0.47175,1.16149
2007.14031,0.97638,1.16545
2007.14305,1.21248,1.16744
2007.14579,1.55806,1.17537
2007.14852,0.87911,1.16645
2007.15126,-0.18438,1.18232
2007.15400,0.70761,1.15851
2007.15674,-0.59194,1.16050
2007.15948,0.36298,1.16347
2007.16221,0.95836,1.20414
2007.16495,1.87020,1.20216
2007.16769,1.37150,1.17934
2007.17043,1.52426,1.17835
2007.17316,1.23047,1.19224
2007.17590,0.13113,1.18629
2007.17864,1.15524,1.19720
2007.18138,0.51580,1.18926
2007.18412,0.14080,1.18926
2007.18685,1.08625,1.21406
2007.18959,-0.09188,1.18331
2007.19233,-0.53756,1.18133
2007.19507,0.14418,1.16744
2007.19780,0.67635,1.16050
2007.20054,1.47394,1.18430
2007.20328,1.52095,1.17934
2007.20602,0.02337,1.15653
2007.20876,-1.20780,1.17637
2007.21149,0.25445,1.15851
2007.21423,1.46109,1.18926
2007.21697,-0.19987,1.18034
2007.21971,-0.42244,1.16050
2007.22245,0.14638,1.16050
2007.22518,-0.06041,1.17339
2007.22792,1.44717,1.16050
2007.23066,-0.54387,1.17439
2007.23340,0.70345,1.18926
2007.23613,0.50914,1.17339
2007.23887,1.20119,1.16347
2007.24161,0.79358,1.15554
2007.24435,1.87633,1.16645
2007.24709,0.35341,1.16348
2007.24982,-0.72017,1.15852
2007.25256,0.09858,1.16546
2007.25530,1.09465,1.16546
2007.25804,-0.25996,1.19026
2007.26078,0.05474,1.18926
2007.26351,-0.75325,1.17736
2007.26625,-0.18895,1.15356
2007.26899,1.26164,1.17835
2007.27173,-0.68148,1.17935
2007.27446,0.30468,1.16645
2007.27720,-0.69789,1.15554
2007.27994,0.19080,1.15256
2007.28268,-1.19224,1.18927
2007.28542,-0.89404,1.15058
2007.28815,-0.17959,1.15455
2007.29089,-1.58391,1.15455
2007.29363,-0.09799,1.15257
2007.29637,-0.29185,1.14661
2007.29911,-0.34150,1.15455
2007.30184,0.17706,1.15356
2007.30458,-0.80017,1.16943
2007.30732,-0.01522,1.17736
2007.31006,0.80892,1.16744
2007.31279,-0.48876,1.17637
2007.31553,-0.17427,1.16149
2007.31827,-0.18761,1.15157
2007.32101,0.09619,1.16248
2007.32375,-0.61285,1.16149
2007.32648,0.21624,1.14661
2007.32922,-1.11053,1.17439
2007.33196,0.14782,1.17736
2007.33470,0.19229,1.17141
2007.33744,0.09086,1.15257
2007.34017,-1.24047,1.19720
2007.34291,0.26630,1.16050
2007.34565,0.44515,1.16248
2007.34839,-1.34993,1.14959
2007.35112,-0.71094,1.14661
2007.35386,-0.40089,1.22001
2007.35660,-0.70579,1.21406
2007.35934,-0.34164,1.15752
2007.36208,0.66354,1.15257
2007.36481,0.50374,1.16844
2007.36755,-0.52703,1.14860
2007.37029,0.35920,1.15356
2007.37303,0.01044,1.18133
2007.37577,0.34567,1.19224
2007.37850,-0.07412,1.15554
2007.38124,-2.29392,1.15752
2007.38398,-0.48876,1.15058
2007.38672,-1.31664,1.15554
2007.38945,-0.95656,1.15852
2007.39219,-1.16654,1.18827
2007.39493,0.30742,1.14959
2007.39767,-0.02370,1.15157
2007.40041,0.32711,1.17339
2007.40314,-0.28617,1.15157
2007.40588,-1.01955,1.16248
2007.40862,-0.77303,1.15951
2007.41136,-0.97463,1.14661
2007.41410,-0.91834,1.15058
2007.41683,-1.44218,1.14959
2007.41957,-1.09216,1.15752
2007.42231,2.26172,1.18728
2007.42505,-0.67055,1.16645
2007.42778,-1.43398,1.15653
2007.43052,-2.07758,1.15256
2007.43326,-1.24835,1.15951
2007.43600,-0.80631,1.20315
2007.43874,-1.65245,1.20017
2007.44147,0.38021,1.18331
2007.44421,-0.99734,1.20017
2007.44695,-1.26210,1.16050
2007.44969,-0.38107,1.16447
2007.45243,0.24972,1.15851
2007.45516,-0.18372,1.16050
2007.45790,-0.13939,1.15058
2007.46064,-0.52732,1.15256
2007.46338,1.23650,1.15455
2007.46611,0.88906,1.15554
2007.46885,0.33334,1.16050
2007.47159,0.34336,1.15355
2007.47433,0.84909,1.15256
2007.47707,0.79453,1.17934
2007.47980,0.94768,1.15851
2007.48254,1.43053,1.16546
2007.48528,1.37706,1.15951
2007.48802,1.01429,1.16546
2007.49076,0.83519,1.14165
2007.49349,0.62877,1.16347
2007.49623,0.90001,1.16645
2007.49897,1.53192,1.16050
2007.50171,1.63249,1.15653
2007.50444,1.08270,1.14165
2007.50718,0.86556,1.15950
2007.50992,2.14206,1.16645
2007.51266,0.76619,1.15851
2007.51540,0.64695,1.14959
2007.51813,0.95234,1.14264
2007.52087,1.51935,1.15256
2007.52361,2.24897,1.15355
2007.52635,2.05019,1.14959
2007.52908,2.13303,1.14958
2007.53182,1.37546,1.15454
2007.53456,1.31149,1.14760
2007.53730,0.40011,1.15157
2007.54004,1.04732,1.16347
2007.54277,1.08311,1.18033
2007.54551,0.67348,1.14958
2007.54825,0.99843,1.15058
2007.55099,1.65895,1.15355
2007.55373,2.00203,1.15653
2007.55646,2.03568,1.16050
2007.55920,1.15890,1.15950
2007.56194,1.18367,1.16149
2007.56468,1.31999,1.15157
2007.56741,1.94887,1.15157
2007.57015,1.94430,1.15058
2007.57289,0.99527,1.15554
2007.57563,2.04279,1.15553
2007.57837,2.42785,1.14958
2007.58110,1.64945,1.14760
2007.58384,2.57259,1.14958
2007.58658,2.42927,1.15256
2007.58932,1.51548,1.15157
2007.59206,2.17722,1.15851
2007.59479,1.64649,1.17438
2007.59753,2.33629,1.17339
2007.60027,1.83562,1.15355
2007.60301,0.55847,1.15553
2007.60574,0.64485,1.15256
2007.60848,1.35176,1.14760
2007.61122,0.20819,1.14264
2007.61396,1.16415,1.14958
2007.61670,1.89862,1.23588
2007.61943,0.67962,1.23786
2007.62217,1.19715,1.19223
2007.62491,1.55220,1.18926
2007.62765,2.17276,1.19819
2007.63039,1.71786,1.21306
2007.63312,0.64247,1.18232
2007.63586,1.04862,1.19422
