T,RESIDUALS,SIG_RESID
1998.17385,2.80585,1.84555
1998.17659,1.68828,1.85572
1998.17933,2.86117,1.89205
1998.18207,1.49154,1.91821
1998.18480,2.60838,1.90222
1998.18754,4.43968,1.92693
1998.19028,2.33645,1.93274
1998.19302,0.83767,1.89786
1998.19576,2.86035,1.89786
1998.19849,2.86749,1.92112
1998.20123,2.79207,1.89786
1998.20397,2.65710,1.91385
1998.20671,2.70558,1.90804
1998.20945,0.97049,1.86153
1998.21218,1.69484,1.84555
1998.21492,2.12562,1.91676
1998.21766,1.64983,1.88769
1998.22040,1.14446,1.88915
1998.22313,-1.47549,1.96471
1998.22587,-1.78602,1.92693
1998.22861,0.85985,1.87607
1998.23135,0.13313,1.87461
1998.23409,0.32781,1.89205
1998.23682,1.49489,1.86008
1998.23956,2.28136,1.86444
1998.24230,0.61221,1.89787
1998.24504,0.78244,1.91385
1998.24778,0.12105,1.92257
1998.25051,-0.17598,1.90077
1998.25325,0.63036,1.86008
1998.25599,1.21106,1.86880
1998.25873,-0.28289,1.91676
1998.26146,2.40850,1.96326
1998.26420,-0.18676,1.95018
1998.26694,1.83031,1.90077
1998.26968,2.42870,1.86880
1998.27242,1.14342,1.96471
1998.27515,0.79245,1.99378
1998.27789,1.51579,1.87752
1998.28063,6.10244,1.86299
1998.28337,0.28037,1.86153
1998.28611,1.13960,1.93129
1998.28884,2.92510,1.85718
1998.29158,1.74988,1.84119
1998.29432,0.39693,1.87607
1998.29706,0.90524,1.84846
1998.29979,1.20380,1.86444
1998.30253,1.85960,1.89205
1998.30527,0.72965,1.83683
1998.30801,0.79392,1.88333
1998.31075,0.39942,1.85282
1998.31348,1.40514,1.84555
1998.31622,1.11406,1.84846
1998.31896,0.36318,1.83828
1998.32170,0.56450,1.86589
1998.32444,0.37600,1.90949
1998.32717,0.34468,1.83974
1998.32991,-1.51047,1.88043
1998.33265,0.93453,1.88769
1998.33539,1.73370,1.88188
1998.33812,-0.03700,1.89641
1998.34086,0.95645,1.86589
1998.34360,0.18202,1.91676
1998.34634,0.83872,1.87171
1998.34908,0.59752,1.93565
1998.35181,-0.85857,1.84991
1998.35455,0.90244,1.84845
1998.35729,1.22654,1.86589
1998.36003,0.05571,1.84264
1998.36277,1.07096,1.84119
1998.36550,-1.32273,1.88479
1998.36824,1.04063,1.87607
1998.37098,2.03304,1.84991
1998.37372,-0.03051,1.85427
1998.37645,1.74396,1.86299
1998.37919,2.07646,1.85427
1998.38193,0.62197,1.86589
1998.38467,0.39148,1.85427
1998.38741,1.05699,1.89786
1998.39014,0.27149,1.91676
1998.39288,1.35996,1.88333
1998.39562,1.93241,1.87316
1998.39836,1.56681,1.92693
1998.40110,0.12117,1.92548
1998.40383,2.29248,1.89205
1998.40657,1.40672,1.90222
1998.40931,3.43989,1.88188
1998.41205,0.64498,1.86299
