T,RESIDUALS,SIG_RESID
2006.49965,-0.09078,1.98449
2006.50239,-0.49163,1.98449
2006.50513,0.09233,1.98122
2006.50787,0.93708,1.97468
2006.51060,1.06262,1.96813
2006.51334,0.86895,1.97468
2006.51608,0.46906,1.95668
2006.51882,0.07694,1.97468
2006.52156,0.74760,1.98122
2006.52429,-0.22497,1.98613
2006.52703,-0.58978,2.01395
2006.52977,0.65317,1.96322
2006.53251,0.51188,1.97304
2006.53525,1.79234,1.97631
2006.53798,-0.36946,1.97631
2006.54072,0.27449,2.03849
2006.54346,0.77118,1.91577
2006.54620,-0.08439,1.90595
2006.54893,1.00776,1.91577
2006.55167,0.88365,1.92559
2006.55441,-0.10774,1.91741
2006.55715,0.73859,1.92886
2006.55989,-1.01636,1.91577
2006.56262,-0.00960,1.97959
2006.56536,0.39488,1.94523
2006.56810,-0.62994,1.91741
2006.57084,0.11095,1.96486
2006.57357,0.10454,1.93214
2006.57631,0.25283,1.91577
2006.57905,0.48782,1.91250
2006.58179,0.43550,1.91086
2006.58453,0.71687,1.97141
2006.58726,0.84993,1.97795
2006.59000,0.57268,2.03849
2006.59274,-0.59889,1.98123
2006.59548,-1.27877,1.98777
2006.59822,-0.66998,2.02540
2006.60095,-1.52951,1.95341
2006.60369,-0.34936,1.94359
2006.60643,-2.08254,1.92232
2006.60917,-0.69205,1.91905
2006.61190,-0.23589,1.91741
2006.61464,-1.19805,1.94032
2006.61738,-1.75055,1.92723
2006.62012,-1.41339,1.98286
2006.62286,-0.04156,1.92396
2006.62559,0.04093,1.92723
2006.62833,-0.62391,1.96323
2006.63107,-1.78109,1.93214
2006.63381,-1.23062,1.94523
2006.63655,-0.52448,1.95341
2006.63928,0.18232,1.96977
2006.64202,0.57577,1.97632
2006.64476,-0.96711,1.97959
2006.64750,-0.39834,1.98941
2006.65023,-0.78191,2.02868
2006.65297,-1.60583,2.04013
2006.65571,-0.80509,2.04341
2006.65845,-1.58469,2.07940
2006.66119,-1.67763,2.04177
2006.66392,-0.44291,2.03523
2006.66666,-1.55154,2.02868
2006.66940,-0.42151,2.03359
2006.67214,-1.22582,2.04504
2006.67488,-1.09447,2.07286
2006.67761,-0.06146,2.06141
2006.68035,0.30922,2.02541
2006.68309,-1.81845,2.08595
2006.68583,-3.10845,2.09740
2006.68856,-2.15279,2.02214
2006.69130,-1.50247,1.99432
2006.69404,-0.85547,1.99105
2006.69678,-0.24481,1.97796
2006.69952,-0.91248,1.98941
2006.70225,-3.38647,2.08268
2006.70499,-2.25080,2.00905
2006.70773,-2.70545,1.97469
2006.71047,-0.39642,1.95669
2006.71321,-0.56071,2.05977
2006.71594,-1.59832,1.95996
2006.71868,-0.87325,1.95178
2006.72142,-2.20149,2.01396
2006.72416,-1.85004,2.03032
2006.72689,0.31209,1.99269
2006.72963,0.05292,1.99596
2006.73237,0.29645,1.96324
2006.73511,-0.92033,1.95178
2006.73785,-0.52940,1.95669
2006.74058,-0.93777,1.96651
2006.74332,-1.01843,1.96815
2006.74606,-0.41039,1.97305
2006.74880,-1.31162,1.97469
2006.75154,-0.94315,2.05978
2006.75427,-0.38195,2.06959
2006.75701,-0.89302,1.96487
2006.75975,0.00163,1.98124
2006.76249,1.43201,2.02051
2006.76522,-2.81388,1.99433
2006.76796,-0.30102,1.99597
2006.77070,0.22957,1.96488
2006.77344,-0.80808,1.96651
2006.77618,-1.28299,1.96160
2006.77891,-0.86014,1.96651
2006.78165,-1.12954,1.92561
2006.78439,-0.51117,1.94361
2006.78713,-1.59404,1.99106
2006.78987,-0.16413,1.97306
2006.79260,-1.38345,1.93870
2006.79534,-0.76599,1.95179
2006.79808,0.58426,1.94852
2006.80082,-0.10470,1.98942
2006.80355,0.41413,1.93379
2006.80629,-0.09224,1.93706
2006.80903,-0.49681,1.93706
2006.81177,-0.62857,1.96161
2006.81451,-0.51151,2.02051
2006.81724,0.44536,1.96488
2006.81998,1.03905,1.93052
2006.82272,1.07358,1.92234
2006.82546,-0.31206,1.92725
2006.82820,0.41313,1.93380
2006.83093,0.80118,1.93380
2006.83367,0.32707,1.95016
2006.83641,-2.47619,1.97798
2006.83915,0.15842,2.01397
2006.84188,-1.04811,2.06633
2006.84462,0.14223,1.97307
2006.84736,0.06845,1.97307
2006.85010,1.17354,2.02543
2006.85284,-2.14947,2.07942
2006.85557,0.46041,2.03525
2006.85831,-0.59581,1.99107
2006.86105,-1.00913,2.04343
2006.86379,-1.48954,2.07615
2006.86653,0.70797,2.07615
2006.86926,-0.57460,1.94689
2006.87200,-0.78724,1.93871
2006.87474,-1.32496,1.95017
2006.87748,-1.05173,1.94199
2006.88021,0.00944,1.94853
2006.88295,-2.49443,1.99762
2006.88569,0.86664,1.99435
2006.88843,-0.77731,1.95017
2006.89117,0.40369,1.95017
2006.89390,-0.08033,2.02380
2006.89664,-0.14036,1.97471
2006.89938,-0.86442,1.93381
2006.90212,0.64052,1.94690
2006.90485,-0.45754,1.95999
2006.90759,-2.63560,1.94363
2006.91033,1.03634,1.94199
2006.91307,2.21731,1.95017
2006.91581,1.13729,1.94363
2006.91854,-0.45070,1.95181
2006.92128,1.74734,1.94527
2006.92402,1.87842,1.94690
2006.92676,0.92955,1.97636
2006.92950,0.43372,1.98290
2006.93223,0.71796,1.98618
2006.93497,0.60825,2.05326
2006.93771,0.87261,2.02708
2006.94045,-1.70696,2.02381
2006.94318,-1.32244,2.00581
2006.94592,0.86016,2.02054
2006.94866,1.12984,2.01563
2006.95140,1.76263,1.97800
2006.95414,0.92552,2.04018
2006.95687,1.52351,2.00582
2006.95961,-0.24038,1.98618
2006.96235,0.80684,1.97964
2006.96509,1.32219,2.04672
2006.96783,0.62767,2.00418
2006.97056,-0.99371,1.98946
2006.97330,-0.62696,1.98946
2006.97604,2.96994,2.01564
2006.97878,1.09699,2.01728
2006.98151,-1.22180,2.00255
2006.98425,-1.48743,2.07618
2006.98699,-1.11789,2.11381
2006.98973,0.40881,2.05491
2006.99247,-0.32230,2.10236
2006.99520,1.14177,2.04837
2006.99794,0.34102,2.01892
2007.00342,-0.37489,2.03364
2007.00616,0.11795,2.02219
2007.00889,-1.41500,2.04183
2007.01163,0.26927,2.02546
2007.01437,1.02274,2.00419
2007.01711,1.32044,1.98947
2007.01984,-0.10164,1.98292
2007.02258,1.31151,1.94693
2007.02532,0.84390,2.03528
2007.02806,-0.80148,2.00256
2007.03080,-0.69662,1.93548
2007.03353,0.08149,1.90602
2007.03627,-0.06515,1.91093
2007.03901,0.34746,1.90930
2007.04175,-0.01666,1.96002
2007.04449,0.48947,1.92075
2007.04722,0.20087,1.95348
2007.04996,0.31954,1.94039
2007.05270,-0.30152,1.92894
2007.05544,0.43170,1.91748
2007.05817,0.78819,1.91748
2007.06091,1.32798,1.90767
2007.06365,0.55704,1.90767
2007.06639,-0.36860,1.96984
2007.06913,-0.49995,1.90440
2007.07186,0.20500,1.91585
2007.07460,1.02124,1.89131
2007.07734,2.02479,1.90603
2007.08008,-0.16436,1.90276
2007.08282,-0.27920,1.89949
2007.08555,1.06626,1.93549
2007.08829,1.11704,1.94858
2007.09103,0.54014,1.93876
2007.09377,1.18555,1.93058
2007.09650,0.97528,1.92076
2007.09924,1.19733,1.93385
2007.10198,1.24470,1.94531
2007.10472,0.48940,1.99112
2007.10746,1.84843,1.99603
2007.11019,0.97078,1.92895
2007.11293,1.91547,1.93058
2007.11567,1.09748,1.91422
2007.11841,2.57683,1.91586
2007.12115,3.35752,1.91750
2007.12388,3.81854,1.91750
2007.12662,2.00689,1.92895
2007.12936,0.60259,1.99113
2007.13210,0.18562,1.96004
2007.13483,0.18599,1.90441
2007.13757,0.86871,1.92568
2007.14031,0.52376,1.93059
2007.14305,1.89416,1.91913
2007.14579,0.76890,1.94204
2007.14852,0.35698,1.92404
2007.15126,0.45440,1.91914
2007.15400,0.02717,1.92404
2007.15674,-0.15472,1.92895
2007.15948,1.01573,1.91096
2007.16221,1.50052,1.98622
2007.16495,1.78266,1.97641
2007.16769,2.24014,1.95023
2007.17043,2.92796,1.95841
2007.17316,2.12712,1.95186
2007.17590,1.25862,1.95186
2007.17864,0.06846,2.00259
2007.18138,0.03564,1.95186
2007.18412,0.65916,1.96495
2007.18685,0.26901,2.02058
2007.18959,0.78120,1.94368
2007.19233,0.54172,1.95023
2007.19507,0.20357,1.91423
2007.19780,0.17576,1.92569
2007.20054,0.97927,1.94368
2007.20328,1.58112,1.93223
2007.20602,0.16428,1.91260
2007.20876,0.44078,1.92405
2007.21149,1.29559,1.91751
2007.21423,1.10973,1.95023
2007.21697,-0.14982,1.95678
2007.21971,-0.27005,1.93714
2007.22245,1.10603,1.92732
2007.22518,-0.08657,1.91587
2007.22792,0.01713,1.92569
2007.23066,-0.58086,1.91260
2007.23340,0.48345,1.95678
2007.23613,1.12906,1.92896
2007.23887,1.83597,1.89624
2007.24161,1.47517,1.90769
2007.24435,1.62967,1.91096
2007.24709,1.75645,1.91260
2007.24982,-0.58448,1.90933
2007.25256,1.14187,1.90114
2007.25530,0.83250,1.91424
2007.25804,1.23040,1.93387
2007.26078,1.50458,1.94369
2007.26351,-0.64598,1.94696
2007.26625,-0.17127,1.92733
2007.26899,0.53369,1.91914
2007.27173,0.67692,1.93223
2007.27446,-0.17161,1.95351
2007.27720,0.63912,1.90769
2007.27994,1.41508,1.90605
2007.28268,-1.42771,1.95678
2007.28542,1.59373,1.88806
2007.28815,-0.28159,1.89951
2007.29089,-0.30269,1.93060
2007.29363,0.37744,1.91424
2007.29637,0.05978,1.89787
2007.29911,0.14134,1.88478
2007.30184,0.24210,1.88642
2007.30458,0.38407,1.90278
2007.30732,0.33924,1.91260
2007.31006,1.22560,1.95187
2007.31279,0.40915,1.93551
2007.31553,1.30389,1.89133
2007.31827,2.04781,1.89951
2007.32101,2.18490,1.91587
2007.32375,0.93116,1.89787
2007.32648,1.67059,1.89624
2007.32922,0.29418,1.92569
2007.33196,0.01391,1.95187
2007.33470,0.99280,1.93551
2007.33744,-0.45117,1.88315
2007.34017,-0.61800,1.91260
2007.34291,1.22331,1.90933
2007.34565,-0.84626,1.88642
2007.34839,-0.38071,1.90933
2007.35112,-0.14405,1.90115
2007.35386,-0.07727,1.98296
2007.35660,-0.84238,2.00750
2007.35934,0.76660,1.90442
2007.36208,0.96967,1.91424
2007.36481,1.39084,1.94696
2007.36755,0.40508,1.91260
2007.37029,1.33341,1.89787
2007.37303,1.68980,1.94369
2007.37577,1.37426,1.95187
2007.37850,1.27777,1.92896
2007.38124,0.02935,1.92242
2007.38398,0.98196,1.91096
2007.38672,0.74362,1.90769
2007.38945,-0.07968,1.91260
2007.39219,-1.00795,1.97478
2007.39493,0.87980,1.92078
2007.39767,0.75757,1.90442
2007.40041,-0.03065,1.92733
2007.40314,1.02513,1.90606
2007.40588,-0.22208,1.89951
2007.40862,0.32670,1.92242
2007.41136,-0.02253,1.89624
2007.41410,-0.25177,1.89951
2007.41683,-0.21004,1.88315
2007.41957,0.42466,1.91587
2007.42231,2.67333,1.98950
2007.42505,1.50395,1.96987
2007.42778,-1.05847,1.92078
2007.43052,-1.42894,1.92078
2007.43326,0.11953,1.89787
2007.43600,-0.32006,1.91915
2007.43874,-0.98073,1.94533
2007.44147,0.28953,1.96332
2007.44421,-0.25629,1.97641
2007.44695,0.35580,1.91096
2007.44969,1.19280,1.90442
2007.45243,0.74571,1.91424
2007.45516,-0.04850,1.90606
2007.45790,1.05919,1.90278
2007.46064,1.04276,1.89951
2007.46338,3.00822,1.90933
2007.46611,1.73554,1.90606
2007.46885,1.33074,1.90278
2007.47159,1.55079,1.91097
2007.47433,1.45571,1.91751
2007.47707,2.19147,1.93551
2007.47980,1.66709,1.90933
2007.48254,2.92054,1.90606
2007.48528,1.67184,1.91587
2007.48802,1.13896,1.92569
