T,RESIDUALS,SIG_RESID
2007.39493,0.09556,1.33240
2007.39767,1.42102,1.33581
2007.40041,1.30924,1.36771
2007.40314,0.62722,1.32329
2007.40588,0.17494,1.32784
2007.40862,0.49242,1.34493
2007.41123,0.56083,1.39277
2007.41410,-0.03342,1.33582
2007.41683,0.24425,1.32329
2007.41957,0.94365,1.32899
2007.42231,1.40576,1.39163
2007.42505,-0.52241,1.34607
2007.42778,-0.04987,1.33582
2007.43052,-0.85664,1.33127
2007.43326,0.69029,1.33924
2007.43600,0.16792,1.34949
2007.43874,1.61123,1.39505
2007.44147,1.43023,1.38252
2007.44421,-0.67010,1.37113
2007.44695,0.43724,1.34266
2007.44969,1.13626,1.33696
2007.45243,0.94093,1.34380
2007.45516,0.79627,1.33583
2007.45790,1.00426,1.32785
2007.46064,1.57891,1.33583
2007.46338,2.60320,1.33355
2007.46611,1.72613,1.33241
2007.46885,1.72471,1.33469
2007.47159,1.77392,1.33013
2007.47433,2.52676,1.33127
2007.47707,3.03823,1.35633
2007.47980,2.00433,1.33697
2007.48254,2.57705,1.33241
2007.48528,1.75039,1.34152
2007.48802,1.80535,1.34494
2007.49076,3.05292,1.33241
2007.49349,1.11410,1.33241
2007.49623,0.79189,1.34039
2007.49897,3.00228,1.34950
2007.50171,1.88228,1.34722
2007.50444,2.43888,1.33355
2007.50718,2.11207,1.33127
2007.50992,4.64686,1.33355
2007.51266,2.01125,1.34153
2007.51540,1.45423,1.33697
2007.51813,2.16180,1.34267
2007.52087,2.10396,1.33128
2007.52361,2.47571,1.34494
2007.52635,3.56804,1.33355
2007.52908,2.92396,1.34380
2007.53182,2.35146,1.34722
2007.53456,2.80355,1.33925
2007.53730,0.92522,1.34836
2007.54004,3.02147,1.35633
2007.54277,0.68430,1.38709
2007.54551,2.31871,1.34039
2007.54825,3.06870,1.34494
2007.55099,2.05928,1.34380
2007.55373,3.48543,1.34153
2007.55646,2.67516,1.35064
2007.55920,3.42047,1.36203
2007.56194,2.19736,1.33811
2007.56468,2.03883,1.34380
2007.56741,2.25588,1.34722
2007.57015,2.94451,1.34836
2007.57289,2.31173,1.34608
2007.57563,2.82253,1.33811
2007.57837,3.27191,1.33583
2007.58110,3.19288,1.34039
2007.58384,3.78643,1.33925
2007.58658,3.62357,1.34494
2007.58932,2.02430,1.34039
2007.59206,4.00963,1.34722
2007.59479,2.80154,1.37114
2007.59753,2.99305,1.37114
2007.60027,2.77016,1.34266
2007.60301,1.94986,1.34722
2007.60574,2.03817,1.33013
2007.60848,2.72708,1.33583
2007.61122,0.66759,1.33697
2007.61396,2.21771,1.33355
2007.61670,3.00645,1.44061
2007.61943,1.56779,1.44403
2007.62217,2.94676,1.39505
2007.62491,3.40234,1.39050
2007.62765,1.84654,1.39847
2007.63039,2.85537,1.43606
2007.63312,2.21183,1.37341
2007.63586,2.17793,1.39050
2007.63860,0.66066,1.40417
2007.64134,1.91502,1.35519
2007.64407,1.85904,1.42808
2007.64681,1.86270,1.41214
2007.64955,3.19701,1.43150
2007.65229,2.20298,1.44175
2007.65503,2.41660,1.40986
2007.65776,3.46490,1.40644
2007.66050,3.18686,1.41100
2007.66324,0.45549,1.41555
