Year, Month, Monthly_MSL, Linear_Trend, High_Conf., Low_Conf.,Time
1967,2,-0.142,-0.041,-0.022,-0.061,1967.166667
1967,3,0.055,-0.041,-0.022,-0.06,1967.25
1967,4,0.068,-0.041,-0.022,-0.06,1967.333333
1967,5,-0.055,-0.041,-0.022,-0.06,1967.416667
1967,6,-0.006,-0.041,-0.022,-0.06,1967.5
1967,7,-0.037,-0.041,-0.022,-0.06,1967.583333
1967,8,-0.035,-0.041,-0.022,-0.059,1967.666667
1967,9,0.01,-0.04,-0.022,-0.059,1967.75
1967,10,0.011,-0.04,-0.021,-0.059,1967.833333
1967,11,-0.039,-0.04,-0.021,-0.059,1967.916667
1967,12,-0.062,-0.04,-0.021,-0.059,1968
1968,1,-0.042,-0.04,-0.021,-0.059,1968.083333
1968,2,0.06,-0.04,-0.021,-0.058,1968.166667
1968,3,0.007,-0.04,-0.021,-0.058,1968.25
1968,4,-0.175,-0.039,-0.021,-0.058,1968.333333
1968,5,-0.005,-0.039,-0.021,-0.058,1968.416667
1968,6,-0.048,-0.039,-0.021,-0.058,1968.5
1968,7,-0.014,-0.039,-0.021,-0.057,1968.583333
1968,8,0.051,-0.039,-0.02,-0.057,1968.666667
1968,9,-0.016,-0.039,-0.02,-0.057,1968.75
1968,10,0.037,-0.039,-0.02,-0.057,1968.833333
1968,11,0.053,-0.038,-0.02,-0.057,1968.916667
1968,12,0.144,-0.038,-0.02,-0.057,1969
1969,1,0.102,-0.038,-0.02,-0.056,1969.083333
1969,2,0.148,-0.038,-0.02,-0.056,1969.166667
1969,3,-0.078,-0.038,-0.02,-0.056,1969.25
1969,4,0.084,-0.038,-0.02,-0.056,1969.333333
1969,5,0.013,-0.038,-0.02,-0.056,1969.416667
1969,6,0.034,-0.037,-0.019,-0.055,1969.5
1969,7,-0.063,-0.037,-0.019,-0.055,1969.583333
1969,8,-0.071,-0.037,-0.019,-0.055,1969.666667
1969,9,-0.004,-0.037,-0.019,-0.055,1969.75
1969,10,0.019,-0.037,-0.019,-0.055,1969.833333
1969,11,-0.038,-0.037,-0.019,-0.055,1969.916667
1969,12,0.095,-0.037,-0.019,-0.054,1970
1970,1,0.123,-0.036,-0.019,-0.054,1970.083333
1970,2,0.026,-0.036,-0.019,-0.054,1970.166667
1970,3,-0.066,-0.036,-0.019,-0.054,1970.25
1970,4,-0.148,-0.036,-0.018,-0.054,1970.333333
1970,5,-0.103,-0.036,-0.018,-0.053,1970.416667
1970,6,-0.054,-0.036,-0.018,-0.053,1970.5
1970,7,-0.057,-0.036,-0.018,-0.053,1970.583333
1970,8,-0.056,-0.035,-0.018,-0.053,1970.666667
1970,9,-0.099,-0.035,-0.018,-0.053,1970.75
1970,10,-0.01,-0.035,-0.018,-0.052,1970.833333
1970,11,0.053,-0.035,-0.018,-0.052,1970.916667
1970,12,0.116,-0.035,-0.018,-0.052,1971
1971,1,-0.075,-0.035,-0.018,-0.052,1971.083333
1971,2,-0.135,-0.035,-0.017,-0.052,1971.166667
1971,3,0.013,-0.034,-0.017,-0.052,1971.25
1971,4,0.017,-0.034,-0.017,-0.051,1971.333333
1971,5,-0.036,-0.034,-0.017,-0.051,1971.416667
1971,6,0.016,-0.034,-0.017,-0.051,1971.5
1971,7,-0.014,-0.034,-0.017,-0.051,1971.583333
1971,8,0.013,-0.034,-0.017,-0.051,1971.666667
1971,9,-0.011,-0.034,-0.017,-0.05,1971.75
1971,10,-0.084,-0.033,-0.017,-0.05,1971.833333
1971,11,-0.085,-0.033,-0.017,-0.05,1971.916667
1971,12,-0.019,-0.033,-0.016,-0.05,1972
1972,1,-0.094,-0.033,-0.016,-0.05,1972.083333
1972,2,-0.002,-0.033,-0.016,-0.05,1972.166667
1972,3,0.007,-0.033,-0.016,-0.049,1972.25
1972,4,0.013,-0.033,-0.016,-0.049,1972.333333
1972,5,-0.039,-0.032,-0.016,-0.049,1972.416667
1972,6,0,-0.032,-0.016,-0.049,1972.5
1972,7,0.015,-0.032,-0.016,-0.049,1972.583333
1972,8,0.011,-0.032,-0.016,-0.048,1972.666667
1972,9,-0.002,-0.032,-0.015,-0.048,1972.75
1972,10,-0.038,-0.032,-0.015,-0.048,1972.833333
1972,11,0.007,-0.032,-0.015,-0.048,1972.916667
1972,12,0.003,-0.031,-0.015,-0.048,1973
1973,1,0.016,-0.031,-0.015,-0.048,1973.083333
1973,2,0.013,-0.031,-0.015,-0.047,1973.166667
1973,3,-0.048,-0.031,-0.015,-0.047,1973.25
1973,4,-0.203,-0.031,-0.015,-0.047,1973.333333
1973,5,-0.088,-0.031,-0.015,-0.047,1973.416667
1973,6,-0.064,-0.031,-0.015,-0.047,1973.5
1973,7,-0.088,-0.03,-0.014,-0.046,1973.583333
1973,8,-0.102,-0.03,-0.014,-0.046,1973.666667
1973,9,-0.072,-0.03,-0.014,-0.046,1973.75
1973,10,-0.066,-0.03,-0.014,-0.046,1973.833333
1973,11,0.095,-0.03,-0.014,-0.046,1973.916667
1973,12,0.085,-0.03,-0.014,-0.046,1974
1974,1,-0.048,-0.03,-0.014,-0.045,1974.083333
1974,2,-0.084,-0.029,-0.014,-0.045,1974.166667
1974,3,0.071,-0.029,-0.014,-0.045,1974.25
1974,4,0.01,-0.029,-0.013,-0.045,1974.333333
1974,5,-0.042,-0.029,-0.013,-0.045,1974.416667
1974,6,-0.03,-0.029,-0.013,-0.044,1974.5
1974,7,0.043,-0.029,-0.013,-0.044,1974.583333
1974,8,-0.056,-0.029,-0.013,-0.044,1974.666667
1974,9,-0.042,-0.028,-0.013,-0.044,1974.75
1974,10,-0.149,-0.028,-0.013,-0.044,1974.833333
1974,11,-0.089,-0.028,-0.013,-0.044,1974.916667
1974,12,-0.096,-0.028,-0.013,-0.043,1975
1975,1,-0.128,-0.028,-0.013,-0.043,1975.083333
1975,2,-0.009,-0.028,-0.012,-0.043,1975.166667
1975,3,-0.037,-0.028,-0.012,-0.043,1975.25
1975,4,-0.094,-0.027,-0.012,-0.043,1975.333333
1975,5,-0.104,-0.027,-0.012,-0.042,1975.416667
1975,6,-0.111,-0.027,-0.012,-0.042,1975.5
1975,7,-0.053,-0.027,-0.012,-0.042,1975.583333
1975,8,-0.091,-0.027,-0.012,-0.042,1975.666667
1975,9,-0.094,-0.027,-0.012,-0.042,1975.75
