T,RESIDUALS,SIG_RESID
2007.53456,0.64140,2.77423
2007.53730,-0.20340,2.76945
2007.54004,-0.00655,2.77662
2007.54277,-0.51405,2.79095
2007.54551,0.15308,2.75750
2007.54825,0.80486,2.76706
2007.55099,0.66527,2.76467
2007.55373,1.05831,2.76228
2007.55646,0.58297,2.76945
2007.55920,0.20226,2.76945
2007.56194,0.64616,2.77184
2007.56468,1.11068,2.77662
2007.56741,0.07781,2.77901
2007.57015,1.02355,2.75272
2007.57289,-2.29112,2.76467
2007.57563,0.54482,2.75034
2007.57837,1.60536,2.76706
2007.58110,1.04049,2.76706
2007.58384,1.60021,2.75751
2007.58658,3.10451,2.74795
2007.58932,0.94241,2.75034
2007.59206,2.12688,2.79096
2007.59479,0.35594,2.83158
2007.59753,1.13257,2.82202
2007.60027,0.23078,2.74078
2007.60301,-0.64744,2.75512
2007.60574,0.33692,2.74556
2007.60848,-0.15516,2.75751
2007.61122,-0.12967,2.75512
2007.61396,0.07839,2.74556
2007.61670,0.44002,2.96061
2007.61943,0.19620,2.96778
2007.62217,0.38395,2.87221
2007.62491,0.31526,2.86265
2007.62765,-0.17186,2.89610
2007.63039,0.10857,2.89849
2007.63312,-0.32244,2.83158
2007.63586,0.42311,2.83397
2007.63860,0.91322,2.83158
2007.64134,-0.22612,2.78857
2007.64407,0.78510,2.91044
2007.64681,0.04389,2.85787
2007.64955,-0.00578,2.92955
2007.65229,0.36512,2.93433
2007.65503,0.03458,2.88415
2007.65776,0.58859,2.89371
2007.66050,-0.15984,2.87699
2007.66324,-1.09270,2.87938
2007.66598,-0.76601,2.88416
2007.66872,-1.15275,2.88654
2007.67145,-0.34693,2.88654
2007.67419,-2.36154,2.96062
2007.67693,0.61541,2.88177
2007.67967,-0.70107,2.86743
2007.68240,-0.66898,2.89132
2007.68514,-0.45732,2.95584
2007.68788,-0.49009,2.96062
2007.69062,-1.01528,2.89849
2007.69336,-0.72490,2.90088
2007.69609,-2.14793,2.89371
2007.69883,-1.65939,2.92239
2007.70157,-0.45625,2.92478
2007.70431,-1.41054,2.92717
2007.70705,0.22177,2.93434
2007.70978,-0.50333,2.95106
2007.71252,-0.71283,2.89610
2007.71526,1.65527,2.83159
2007.71800,-2.52603,2.83398
2007.72073,-1.50373,2.78141
2007.72347,-1.39381,2.77424
2007.72621,-1.00128,2.79336
2007.72895,-0.08714,2.80530
2007.73169,-1.90437,2.81725
2007.73442,-1.12199,2.79575
2007.73716,-1.39997,2.83637
2007.73990,-2.57132,2.81008
2007.74264,-0.06103,2.80769
2007.74538,-0.94510,2.79575
2007.74811,-1.55352,2.90566
2007.75085,-0.76030,2.96301
2007.75359,-2.47942,2.88894
2007.75633,-1.28588,2.81486
2007.75906,-2.57167,2.79814
2007.76180,0.38521,2.80292
2007.76454,-0.74424,2.79575
2007.76728,-1.31701,2.87938
2007.77002,-2.43909,2.98452
2007.77275,-1.18548,2.90089
2007.77549,-1.28818,2.84832
2007.77823,-1.96217,2.84832
2007.78097,-2.42345,2.78141
2007.78371,-1.49102,2.78141
2007.78644,-1.26787,2.85310
2007.78918,-1.97000,2.81964
2007.79192,-1.51139,2.90805
2007.79466,-2.23005,2.87221
2007.79739,-1.80297,2.96062
2007.80013,-0.58713,2.80292
2007.80287,0.40246,2.81726
2007.80561,1.85382,2.79814
2007.80835,-0.11606,2.87460
2007.81108,1.82784,2.85788
2007.81382,-0.54047,2.85788
2007.81656,0.54100,2.94151
2007.81930,-0.03774,2.85071
2007.82203,0.37633,2.85310
2007.82477,1.02821,2.84832
2007.82751,-0.45310,2.83876
2007.83025,-0.38658,2.83159
2007.83299,0.96877,2.80531
2007.83572,0.61595,2.79336
2007.83846,0.84398,2.80053
2007.84120,0.25386,2.78380
2007.84394,-0.96840,2.78380
2007.84668,-0.07780,2.80292
2007.84941,-0.36032,2.79575
2007.85215,-0.68297,2.86744
2007.85489,-1.60372,2.86027
2007.85763,-3.38558,2.86744
2007.86036,-2.08954,2.83160
2007.86310,0.52041,2.87700
2007.86584,0.12728,2.80292
2007.86858,-0.17993,2.79814
2007.87132,-0.79920,2.92001
2007.87405,-1.73054,2.81487
2007.87679,-1.60093,2.81726
2007.87953,0.62764,2.82443
2007.88227,-1.37883,2.86983
2007.88501,-0.16133,2.80292
2007.88774,-1.40585,2.84116
2007.89048,0.05361,2.81248
2007.89322,-0.86093,2.88895
2007.89596,-0.42147,2.86744
2007.89869,-0.70601,2.85549
2007.90143,-0.65153,2.85549
2007.90417,-0.47103,2.90328
2007.90691,-1.68849,2.84355
2007.90965,-1.91992,2.85550
2007.91238,-0.70530,2.84594
2007.91512,-3.13563,2.86983
2007.91786,-0.50289,2.86505
2007.92060,-2.84909,2.92718
2007.92334,-1.14121,2.88178
2007.92607,-0.13425,2.84594
2007.92881,0.00380,2.86267
2007.93155,1.15596,2.87939
2007.93429,-0.53879,2.89851
2007.93702,-0.81942,2.86984
2007.93976,-1.64092,2.89612
2007.94250,-0.93630,2.85072
2007.94524,-2.26355,2.91046
2007.94798,-0.30765,2.87462
2007.95071,-1.75160,2.88895
2007.95345,0.03860,2.89373
2007.95619,-1.64003,2.89134
2007.95893,-1.66249,2.87462
2007.96167,-2.27378,2.87701
2007.96440,-2.98287,2.85311
